RC2-after,,
wcAi,DF,1st Diff
73532.51,-352.71,-0.27
73561.07,-352.94,-0.23
73596.23,-353.19,-0.25
73636.2,-353.41,-0.22
73657.95,-353.58,-0.17
73697.75,-353.89,-0.31
73737.71,-354.14,-0.25
73773.92,-354.22,-0.08
73811.68,-354.49,-0.27
73813.88,-354.51,-0.02
73852.89,-354.79,-0.28
73853.82,-354.8,-0.01
73893.77,-355.04,-0.24
73933.72,-355.33,-0.29
73973.64,-355.59,-0.26
74013.62,-355.79,-0.2
74040.23,-356,-0.21
74042.46,-356.02,-0.02
74082.37,-356.23,-0.21
74104.13,-356.33,-0.1
74144.1,-356.58,-0.25
74166.97,-356.74,-0.16
74206.93,-356.99,-0.25
74234.15,-357.22,-0.23
74274.11,-357.55,-0.33
74308.78,-357.76,-0.21
74348.7,-358.07,-0.31
74349.87,-358.08,-0.01
74388.63,-358.36,-0.28
74428.58,-358.67,-0.31
74453.72,-358.83,-0.16
74493.68,-359.11,-0.28
74525.02,-359.4,-0.29
74564.97,-359.66,-0.26
74600.38,-359.94,-0.28
74640.29,-360.36,-0.42
74680.24,-360.6,-0.24
74720.18,-360.9,-0.3
74758.69,-361.13,-0.23
74759.66,-361.14,-0.01
74786.35,-361.34,-0.2
74826.27,-361.72,-0.38
74856.42,-361.94,-0.22
74885,-362.08,-0.14
74924.72,-362.39,-0.31
74964.73,-362.67,-0.28
75004.53,-363.01,-0.34
75044.52,-363.2,-0.19
75084.49,-363.49,-0.29
75124.44,-363.79,-0.3
75164.4,-363.99,-0.2
75204.06,-364.21,-0.22
75228.57,-364.34,-0.13
75268.33,-364.58,-0.24
75308.25,-364.83,-0.25
75348.22,-365.05,-0.22
75388.13,-365.31,-0.26
75428.07,-365.6,-0.29
75468.02,-365.81,-0.21
75507.92,-366.13,-0.32
75547.87,-366.35,-0.22
75587.73,-366.64,-0.29
75623.62,-366.86,-0.22
75663.51,-367.16,-0.3
75688.18,-367.29,-0.13
75728.11,-367.58,-0.29
75767.38,-367.71,-0.13
75807.24,-367.94,-0.23
75847.27,-368.14,-0.2
75887.19,-368.38,-0.24
75927.08,-368.63,-0.25
75966.95,-368.94,-0.31
75971.83,-368.97,-0.03
76006.43,-369.19,-0.22
76034.3,-369.34,-0.15
76073.88,-369.61,-0.27
76113.78,-369.88,-0.27
76153.68,-370.15,-0.27
76193.62,-370.37,-0.22
76227.94,-370.56,-0.19
76252.97,-370.7,-0.14
76292.94,-370.92,-0.22
76314.51,-370.99,-0.07
76354.44,-371.19,-0.2
76384.12,-371.37,-0.18
76401.67,-371.46,-0.09
76424.03,-371.57,-0.11
76463.99,-371.83,-0.26
76503.92,-372.09,-0.26
76543.87,-372.32,-0.23
76583.79,-372.54,-0.22
76623.69,-372.79,-0.25
76663.61,-373.06,-0.27
76686.34,-373.24,-0.18
76726.27,-373.5,-0.26
76766.2,-373.66,-0.16
76806.06,-373.98,-0.32
76846.02,-374.15,-0.17
76879.7,-374.37,-0.22
76919.59,-374.58,-0.21
76947.17,-374.76,-0.18
76987.07,-375.05,-0.29
77026.95,-375.31,-0.26
77028.8,-375.32,-0.01
77066.85,-375.6,-0.28
77106.76,-375.87,-0.27
77146.63,-376.15,-0.28
77147.87,-376.16,-0.01
77186.56,-376.39,-0.23
77220.17,-376.56,-0.17
77243.53,-376.72,-0.16
77283.43,-376.97,-0.25
77323.34,-377.18,-0.21
77363.23,-377.43,-0.25
77403.12,-377.68,-0.25
77433.54,-377.93,-0.25
77437.75,-377.91,0.02
77442.94,-377.98,-0.07
77482.28,-378.15,-0.17
77522.16,-378.37,-0.22
77562.05,-378.62,-0.25
77562.06,-378.61,0.01
77571.33,-378.98,-0.37
77594.18,-378.77,0.21
77604.7,-378.62,0.15
77611.77,-379.06,-0.44
77612.77,-379.04,0.02
77613.19,-379.11,-0.07
77613.41,-379.35,-0.24
77613.75,-379.72,-0.37
77614.28,-380.31,-0.59
77615.37,-379.66,0.65
77615.83,-379.39,0.27
77616.99,-378.7,0.69
77617,-378.7,0
77618.5,-379.16,-0.46
77626.83,-378.28,0.88
77635.64,-379.44,-1.16
77645.54,-379.28,0.16
77655.02,-379.4997682,-0.219768177
77655.03,-379.5,-0.000231823
77655.03,-379.5,0
77694.87,-379.72,-0.22
77734.84,-379.91,-0.19
77774.78,-380.16,-0.25
77804.37,-380.38,-0.22
77827.64,-380.47,-0.09
77857.83,-380.63,-0.16
77897.81,-380.83,-0.2
77937.79,-380.93,-0.1
77977.71,-381.11,-0.18
78537.47,-381.62,1.46E-11
78577.52,-381.69,-0.07
78612.36,-381.83549,-0.145489978
78613.44,-381.84,-0.004510022
78614.51,-381.8321707,0.007829268
78617.54,-381.81,0.022170732
78657.57,-381.98,-0.17
78697.59,-381.98,-1.46E-11
78737.56,-382.11,-0.13
78777.54,-382.22,-0.11
78807.97,-382.4,-0.18
78833.08,-382.47,-0.07
78873.1,-382.62,-0.15
78913.11,-382.75,-0.13
78952.98,-382.92,-0.17
78971.16,-382.99,-0.07
78992.97,-383.08,-0.09
79032.22,-383.23,-0.15
79072.22,-383.25,-0.02
79112.19,-383.42,-0.17
79152.17,-383.59,-0.17
79192.15,-383.73,-0.14
79232.12,-383.9,-0.17
79272.09,-384.1,-0.2
79312.05,-384.3,-0.2
79352.05,-384.48,-0.18
79392.05,-384.66,-0.18
79432.04,-384.81,-0.15
79436.37,-384.85,-0.04
79471.06,-384.99,-0.14
79509.31,-385.1,-0.11
79511.1,-385.1,1.46E-11
79551.16,-385.19,-0.09
79591.1,-385.38,-0.19
79631.06,-385.56,-0.18
79671.03,-385.72,-0.16
79708.78,-385.91,-0.19
79738.82,-385.98,-0.07
79778.78,-386.06,-0.08
79813.47,-386.13,-0.07
79840.35,-386.16,-0.03
79843.9,-386.16,-1.46E-11
79883.87,-386.28,-0.12
79919.49,-386.32,-0.04
79923.87,-386.32,-1.46E-11
79962.23,-386.44,-0.12
79963.79,-386.45,-0.01
80003.75,-386.52,-0.07
80043.75,-386.59,-0.07
80083.7,-386.68,-0.09
80123.61,-386.83,-0.15
80163,-386.95,-0.12
80202.99,-387.01,-0.06
80238.17,-387.05,-0.04
80278.13,-387.14,-0.09
80318.09,-387.21,-0.07
80358.07,-387.29,-0.08
80385.57,-387.32,-0.03
80425.54,-387.42,-0.1
80428.53,-387.43,-0.01
80463.66,-387.52,-0.09
80503.62,-387.64,-0.12
80505.68,-387.67,-0.03
80543.49,-387.72,-0.05
80583.49,-387.77,-0.05
80614.49,-387.89,-0.12
80623.42,-387.93,-0.04
80663.34,-388.01,-0.08
80703.29,-388.11,-0.1
80743.26,-388.18,-0.07
80783.26,-388.27,-0.09
80823.09,-388.39,-0.12
80862.88,-388.45,-0.06
80902.82,-388.56,-0.11
80937.38,-388.64,-0.08
80977.34,-388.74,-0.1
80981.95,-388.75,-0.01
81011.59,-388.84,-0.09
81051.56,-388.92,-0.08
81091.52,-389.02,-0.1
81131.47,-389.13,-0.11
81132.03,-389.12,0.01
81168.02,-389.23,-0.11
81207.66,-389.37,-0.14
81245.7,-389.46,-0.09
81247.62,-389.46,0
81287.52,-389.58,-0.12
81288.64,-389.36,0.22
81288.94,-389.3,0.06
81289.23707,-389.3029306,-0.002930591
81323.47,-389.6406386,-0.337708038
81327.46,-389.68,-0.039361371
81328.83,-389.6852954,-0.005295417
81363.68,-389.82,-0.134704583
81367.41,-389.77,0.05
81403.47,-389.88,-0.11
81443.44,-389.97,-0.09
81483.35,-390.11,-0.14
81523.33,-390.18,-0.07
81563.25,-390.3,-0.12
81603.2,-390.4,-0.1
81635.15,-390.48,-0.08
81675.04,-390.65,-0.17
81676.63,-390.65,1.46E-11
81714.97,-390.76,-0.11
81740.35,-390.87,-0.11
81780.29,-391,-0.13
81808.5,-391.05,-0.05
81848.4,-391.2,-0.15
81869.24,-390.83,0.37
81888.37,-391.43,-0.6
81913.04,-391.53,-0.1
81941.35,-391.65,-0.12
81952.92,-391.7,-0.05
81954.49,-391.72,-0.02
81988.79,-391.8,-0.08
81992.85,-391.81,-0.01
82032.77,-391.96,-0.15
82072.72,-392.05,-0.09
82112.72,-392.13,-0.08
82148.42,-392.21,-0.08
82152.68,-392.21,0
82192.63,-392.28,-0.07
82194.59,-392.29,-0.01
82232.53,-392.44,-0.15
82270.46,-392.59,-0.15
82270.49,-392.61,-0.02
82272.44,-392.59,0.02
82312.34,-392.75,-0.16
82352.28,-392.88,-0.13
82392.17,-393.04,-0.16
82432.09,-393.18,-0.14
82472.01,-393.3,-0.12
82497.08304,-393.4069615,-0.106961519
82493.57,-393.3919749,0.014986613
82511.86,-393.47,-0.078025094
82535.85,-393.58,-0.11
82551.75,-393.63,-0.05
82579.43,-393.75,-0.12
82611.8,-393.81,-0.06
82651.75,-393.87,-0.06
82691.66,-394.01,-0.14
82731.59,-394.11,-0.1
82771.56,-394.18,-0.07
82800.06,-394.3,-0.12
82839.59,-394.41,-0.11
82873.34,-394.52,-0.11
82913.18,-394.67,-0.15
82951.14,-394.79,-0.12
82991.07,-394.93,-0.14
83029.16,-395.1,-0.17
83030.93,-395.11,-0.01
83070.88,-395.18,-0.07
83104.18,-395.28,-0.1
83144.1,-395.42,-0.14
83184.04,-395.52,-0.1
83223.98,-395.63,-0.11
83263.93,-395.75,-0.12
83303.89,-395.84,-0.09
83343.79,-395.97,-0.13
83383.75,-396.06,-0.09
83423.55,-396.18,-0.12
83463.51,-396.28,-0.1
83503.38,-396.46,-0.18
83543.32,-396.61,-0.15
83547.85,-396.62,-0.01
83582.19,-396.73,-0.11
83622.07,-396.93,-0.2
83655.98,-396.99,-0.06
83691.2,-397.13,-0.14
83731.17,-397.24,-0.11
83771.12,-397.33,-0.09
83811.06,-397.46,-0.13
83850.97,-397.6,-0.14
83890.87,-397.76,-0.16
83930.64,-397.88,-0.12
83939.26,-397.32,0.56
83970.62,-397.96,-0.64
84010.54,-398.09,-0.13
84050.48,-398.23,-0.14
84089.98,-398.33,-0.1
84129.79,-398.46,-0.13
84169.69,-398.62,-0.16
84209.57,-398.75,-0.13
84249.5,-398.9,-0.15
84289.43,-399.01,-0.11
84319.01,-399.2,-0.19
84357.54,-399.33,-0.13
84397.46,-399.48,-0.15
84434.19,-399.62,-0.14
84470.08,-399.77,-0.15
84509.95,-399.96,-0.19
84549.84,-400.14,-0.18
84589.7,-400.29,-0.15
84629.62,-400.43,-0.14
84664.8,-400.62,-0.19
84669.47,-400.65,-0.03
84709.4,-400.76,-0.11
84749.32,-400.91,-0.15
84789.25,-401.05,-0.14
84827.02,-401.19,-0.14
84866.93,-401.32,-0.13
84906.83,-401.51,-0.19
84946.71,-401.66,-0.15
84986.59,-401.83,-0.17
85026.51,-401.98,-0.15
85062.25,-402.05,-0.07
85102.17,-402.21,-0.16
85142.13,-402.33,-0.12
85180.29,-402.47,-0.14
85182.05,-402.48,-0.01
85221.98,-402.64,-0.16
85261.83,-402.78,-0.14
85301.75,-402.93,-0.15
85341.67,-403.07,-0.14
85379.75,-403.2,-0.13
85381.58,-403.21,-0.01
85421.57,-403.31,-0.1
85461.48,-403.45,-0.14
85501.42,-403.6,-0.15
85541.36,-403.72,-0.12
85589.77,-403.8,-0.08
85638.2,-403.8,0
85686.27,-403.89,-0.09
85734.65,-403.91,-0.02
85785.33,-403.94,-0.03
85833.71,-404.01,-0.07
85881.9,-404.08,-0.07
85930.18,-404.07,0.01
85978.43,-404.12,-0.05
86027.12,-404.13,-0.01
86060.58,-404.18,-0.05
86108.4,-404.18,-1.46E-11
86156.59,-404.19,-0.01
86205.08,-404.16,0.03
86253.3,-404.22,-0.06
86301.53,-404.22,0
86349.77,-404.22,0
86398,-404.23,-0.01
86445.42,-404.27,-0.04
86472.32,-404.34,-0.07
86511.53183,-404.3681694,-0.028169419
86508.57,-404.3660417,0.002127752
86514.08,-404.37,-0.003958333
86520.59,-404.33,0.04
86568.68,-404.43,-0.1
86614.17,-404.43,0
86616.92,-404.47,-0.04
86665.14,-404.57,-0.1
86713.4,-404.55,0.02
86761.65,-404.59,-0.04
86809.89,-404.62,-0.03
86858.13,-404.63,-0.01
86906.38,-404.65,-0.02
86954.59,-404.7,-0.05
86964.07,-404.51,0.19
87001.67,-404.85,-0.34
87049.92,-404.88,-0.03
87098.14,-404.94,-0.06
87146.4,-404.96,-0.02
87194.65,-404.93,0.03
87242.81,-404.97,-0.04
87291.01,-405,-0.03
87339.32,-404.99,0.01
87387.54,-405,-0.01
87435.77,-405.01,-0.01
87484.08,-404.99,0.02
87532.31,-405.03,-0.04
87580.41,-405.05,-0.02
87628.67,-405.06,-0.01
87676.9,-405.12,-0.06
87725.17,-405.11,0.01
87773.4,-405.14,-0.03
87821.62,-405.21,-0.07
87869.87,-405.17,0.04
87918.01,-405.19,-0.02
87966.17,-405.25,-0.06
88014.08,-405.22,0.03
88062.34,-405.22,0
88109.51,-405.3,-0.08
88158.01,-405.26,0.04
88206.44,-405.29,-0.03
88254.83,-405.36,-0.07
88303.27,-405.4,-0.04
88334.33,-406.06,-0.66
88351.07,-405.6,0.46
88387.22,-405.47,0.13
88399.57,-405.72,-0.25
88408.5,-405.64,0.08
88447.85,-406.08,-0.44
88495.26,-406.56,-0.48
88542.73,-406.68,-0.12
88586.13,-406.85,-0.17
88589.18,-406.95,-0.1
88634.5,-407.12,-0.17
88680.33,-407.17,-0.05
88683.53,-407.18,-0.01
88719.37,-407.98,-0.8
88731.79,-407.26,0.72
88780.17,-407.32,-0.06
88788.57,-408.33,-1.01
88828.31,-407.32,1.01
88837.28,-408.04,-0.72
88870.65,-407.32,0.72
88919.11,-407.37,-0.05
88955.53,-407.39,-0.02
88996.27,-407.47,-0.08
89044.64,-407.5,-0.03
89093.09,-407.47,0.03
89141.33,-407.46,0.01
89189.76,-407.51,-0.05
89238.24,-407.52,-0.01
89285.97,-407.55,-0.03
89334.31,-407.64,-0.09
89382.47,-407.73,-0.09
89431,-407.72,0.01
89479.38,-407.83,-0.11
89527.84,-407.81,0.02
89576.28,-407.91,-0.1
89624.5,-407.94,-0.03
89661.62,-407.94,0
89710.59,-407.94,0
89758.8,-407.98,-0.04
89807.28,-407.97,0.01
89855.47,-407.96,0.01
89903.67,-408.02,-0.06
89949.25,-408.03,-0.01
89997.75,-408.02,0.01
90046.16,-408.07,-0.05
90078.99,-408.07,0
90126.32,-408.05,0.02
90170.25,-408.11,-0.06
90215.3,-408.15,-0.04
90215.3,-408.15,0
90246.61,-408.13,0.02
90246.61,-408.13,0
90295.23,-408.14,-0.01
90324.06,-408.67,-0.53
90343.62,-408.18,0.49
90381.77,-408.2,-0.02
90429.51,-408.29,-0.09
90477.83,-408.35,-0.06
90526.22,-408.37,-0.02
90563.04,-408.37,-1.46E-11
90611.34,-408.49,-0.12
90659.72,-408.53,-0.04
90694.26,-408.55,-0.02
90742.61,-408.59,-0.04
90790.97,-408.64,-0.05
90839.4,-408.7,-0.06
90887.75,-408.75,-0.05
90922.88,-408.8,-0.05
90961.83,-408.77,0.03
91010.19,-408.83,-0.06
91058.53,-408.9,-0.07
91106.98,-408.89,0.01
91154.34,-408.91,-0.02
91202.77,-408.95,-0.04
91251.18,-408.91,0.04
91299.66,-408.94,-0.03
91348.02,-408.97,-0.03
91396.48,-408.9,0.07
91444.87,-408.91,-0.01
91492.33,-408.92,-0.01
91540.82,-408.89,0.03
91589.23,-408.88,0.01
91637.64,-408.9,-0.02
91686.02,-408.93,-0.03
91734.43,-408.98,-0.05
91763.82,-409.02,-0.04
91782.81,-409.04,-0.02
91831.24,-409.05,-0.01
91879.12,-409.06,-0.01
91927.56,-409.1,-0.04
91975.93,-409.09,0.01
92024.31,-409.1,-0.01
92072.7,-409.17,-0.07
92121.11,-409.15,0.02
92169.46,-409.23,-0.08
92217.15,-409.27,-0.04
92265.63,-409.33,-0.06
92300.43989,-409.4101064,-0.08010645
92297.91,-409.4042845,0.005821931
92313.43,-409.44,-0.035715481
92361.89,-409.49,-0.05
92372.91,-409.5,-0.01
92421.33,-409.54,-0.04
92429.71295,-409.5470519,-0.007051902
92447.99757,-409.5624333,-0.015381383
92439.16,-409.5549989,0.007434336
92468.88,-409.58,-0.025001052
92517.12,-409.57,0.01
92528.8,-409.57,1.46E-11
92530.71,-409.57,0
92562.79,-409.58,-0.01
92611.01,-409.6,-0.02
92659.91,-409.69,-0.09
92708.32,-409.72,-0.03
92756.53,-409.83,-0.11
92803.89,-409.94,-0.11
92852.09,-410.01,-0.07
92900.27,-410.05,-0.04
92948.51,-410.08,-0.03
92995.69,-410.07,0.01
93043.93,-410.12,-0.05
93092.16,-410.19,-0.07
93140.45,-410.33,-0.14
93188.68,-410.39,-0.06
93236.96,-410.4,-0.01
93285.22,-410.48,-0.08
93333.47,-410.63,-0.15
93381.72,-410.66,-0.03
93420.19,-410.71,-0.05
93460.67,-410.96,-0.25
93508.94,-411.02,-0.06
93554.89,-411.11,-0.09
93569.6,-411.13,-0.02
93602.05,-411.19,-0.06
93650.31,-411.21,-0.02
93698.54,-411.26,-0.05
93746.76,-411.34,-0.08
93795.06,-411.36,-0.02
93843.36,-411.39,-0.03
93890.8,-411.49,-0.1
93939.12,-411.46,0.03
93987.59,-411.58,-0.12
94035.87,-411.63,-0.05
94084.15,-411.72,-0.09
94126,-411.77,-0.05
94174.43,-411.93,-0.16
94222.68,-412.04,-0.11
94261.62,-412.08,-0.04
94309.9,-412.19,-0.11
94350.62,-412.25,-0.06
94398.91,-412.37,-0.12
94447.14,-412.4,-0.03
94495.38,-412.47,-0.07
94543.68,-412.46,0.01
94591.96,-412.47,-0.01
94640.2,-412.53,-0.06
94688.52,-412.54,-0.01
94735.74,-412.6,-0.06
94784.18,-412.69,-0.09
94832.45,-412.67,0.02
94880.69,-412.75,-0.08
94927.96,-412.86,-0.11
94976.22,-412.87,-0.01
95024.47,-412.89,-0.02
95072.65,-412.96,-0.07
95120.91,-412.95,0.01
95168.58,-413.07,-0.12
95216.83,-413.08,-0.01
95265.09,-413.22,-0.14
95313.49,-413.27,-0.05
95352.45,-413.36,-0.09
95400.99,-413.35,0.01
95449.35,-413.51,-0.16
95488.29,-413.59,-0.08
95525.7,-413.58,0.01
95573.34,-413.72,-0.14
95613.85,-413.81,-0.09
95662.38,-413.81,0
95701.42,-413.84,-0.03
95749.94,-413.87,-0.03
95788.39,-413.93,-0.06
95837.69,-413.94,-0.01
95876.88,-413.96,-0.02
95925.08,-413.96,0
95973.26,-414.01,-0.05
96021.46,-414.04,-0.03
96069.87,-414.12,-0.08
96118.38,-414.09,0.03
96166.81,-414.15,-0.06
96215.22,-414.23,-0.08
96263.71,-414.24,-0.01
96312.19,-414.44,-0.2
96360.61,-414.49,-0.05
96409.11,-414.73,-0.24
96457,-414.76,-0.03
96505.26,-414.78,-0.02
96547.25,-414.82,-0.04
96595.7,-414.85,-0.03
96644.15,-414.86,-0.01
96691.71,-414.87,-0.01
96740.17,-414.91,-0.04
96788.59,-415.09,-0.18
96836.84,-415.14,-0.05
96876.6,-415.15,-0.01
96925.03,-415.25,-0.1
96973.55,-415.23,0.02
97022.02,-415.28,-0.05
97062.67,-415.33,-0.05
97110.02,-415.33,0
97158.49,-415.61,-0.28
97206.91,-415.67,-0.06
97227.37,-415.13,0.54
97255.84,-415.77,-0.64
97282.75,-417.63,-1.86
97304.04,-415.87,1.76
97345.29,-416.05,-0.18
97393.43,-416.04,0.01
97423.81,-416.05,-0.01
97441.9,-416.06,-0.01
97490.09,-416.09,-0.03
97537.93,-416.13,-0.04
97586.36,-416.19,-0.06
97634.77,-416.25,-0.06
97682.96,-416.32,-0.07
97731.67,-416.4,-0.08
97780.09,-416.53,-0.13
97828.04,-416.53,-1.46E-11
97875.62,-416.66,-0.13
97923.76,-416.82,-0.16
97932.88,-416.85,-0.03
97941.34,-416.91,-0.06
97973.05,-416.85,0.06
98007.32,-417.05,-0.2
98054.25,-417.13,-0.08
98102.65,-417.19,-0.06
98134.57,-415.79,1.4
98142.62,-417.33,-1.54
98182.57,-417.45,-0.12
98222.54,-417.58,-0.13
98262.48,-417.69,-0.11
98302.39,-417.86,-0.17
98341.84,-417.98,-0.12
98373.52,-418.04,-0.06
98380.33,-418.07,-0.03
98420.19,-418.25,-0.18
98460.03,-418.5,-0.25
98488.36,-418.7,-0.2
98528.3,-419.02,-0.32
98560.3,-419.27,-0.25
98600.23,-419.58,-0.31
98638.45,-419.9,-0.32
98678.19,-420.14,-0.24
98718.11,-420.29,-0.15
98718.83,-420.29,0
98758.01,-420.45,-0.16
98797.9,-420.66,-0.21
98837.76,-420.89,-0.23
98877.64,-421.19,-0.3
98917.57,-421.41,-0.22
98951.21,-421.65,-0.24
98991.1,-421.87,-0.22
99030.96,-422.08,-0.21
99070.74,-422.23,-0.15
99110.64,-422.38,-0.15
99150.52,-422.52,-0.14
99190.42,-422.7,-0.18
99230.32,-422.88,-0.18
99270.22,-423.08,-0.2
99270.95,-423.08,0
99306.77,-423.29,-0.21
99346.23,-423.49,-0.2
99386.07,-423.7,-0.21
99425.2,-423.91,-0.21
99457.29,-424.09,-0.18
99457.3,-424.08,0.01
99458.76,-424.1,-0.02
99494.24,-424.15,-0.05
99526.53,-424.39,-0.24
99533.62,-424.44,-0.05
99575.66,-424.56,-0.12
99575.67,-424.56,0
99617.75,-424.68,-0.12
99640.48,-424.72,-0.04
99682.58,-424.87,-0.15
99724.49,-424.92,-0.05
99725.97,-425,-0.08
99725.98,-424.99,0.01
99738.81,-425.57,-0.58
99764.07,-425.64,-0.07
99804.01,-425.86,-0.22
99843.78,-426.28,-0.42
99883.81,-426.44,-0.16
99923.57,-426.79,-0.35
99963.57,-426.85,-0.06
99988.23,-426.98,-0.13
100028.09,-427.22,-0.24
100068.01,-427.41,-0.19
100107.86,-427.6,-0.19
100147.83,-427.69,-0.09
100187.66,-428,-0.31
100227.56,-428.22,-0.22
100255.74,-429.07,-0.85
100267.37,-428.48,0.59
100307.28,-428.64,-0.16
100347.08,-428.92,-0.28
100387.08,-428.99,-0.07
100426.61,-429.23,-0.24
100427.5,-429.24,-0.01
100461.11,-429.23,0.01
100500.84,-429.53,-0.3
100540.88,-429.59,-0.06
100580.63,-429.92,-0.33
100620.56,-430.06,-0.14
100660.37,-430.3,-0.24
100675.8,-430.33,-0.03
100688.86,-430.35,-0.02
100717.3,-430.39,-0.04
100750.3,-430.41,-0.02
100781,-430.46,-0.05
100809.42,-430.46,0
100842.82,-430.57,-0.11
100877.34,-430.56,0.01
100900.18,-430.61,-0.05
100928.52,-430.64,-0.03
100954.31,-430.77,-0.13
100980.12,-430.86,-0.09
101001.77,-430.96,-0.1
101031.94,-430.97,-0.01
101064.2,-431.01,-0.04
101086.05,-431.17,-0.16
101106.61,-431.24,-0.07
101106.62,-431.24,0
101114.66,-431.25,-0.01
101114.67,-431.25,0
101139.97,-431.29,-0.04
101164.79,-431.31,-0.02
101189.84,-431.39,-0.08
101224.9,-431.49,-0.1
101253.18,-431.62,-0.13
101282.67,-431.66,-0.04
101291.2,-431.68,-0.02
101309.85,-431.72,-0.04
101345.11,-431.78,-0.06
101379.25,-431.85,-0.07
101411.12,-431.95,-0.1
101435.41,-432.04,-0.09
101456.34,-432.07,-0.03
101482.88,-432.1,-0.03
101506.59,-432.16,-0.06
101531.07,-432.22,-0.06
101561.11,-432.36,-0.14
101593.11,-432.39,-0.03
101618.7,-432.44,-0.05
101639.91,-432.54,-0.1
101663.01,-432.63,-0.09
101690.87,-432.86,-0.23
101712.75,-432.9,-0.04
101739.9,-432.92,-0.02
101765.04,-432.96,-0.04
101794.09,-433,-0.04
101828.83,-433.1,-0.1
101855.11,-433.13,-0.03
101880.41,-433.18,-0.05
101917.75,-433.3,-0.12
101956.25,-433.53,-0.23
101990.6,-433.57,-0.04
102020.98,-433.59,-0.02
102057.67,-433.9,-0.31
102091.28,-433.98,-0.08
102118.4,-434.01,-0.03
102145.8,-434.05,-0.04
102173.47,-434.1,-0.05
102204.66,-434.51,-0.41
102252.96,-434.66,-0.15
102301.44,-434.76,-0.1
102349.82,-434.95,-0.19
102398.27,-435.28,-0.33
102432.85,-435.27,0.01
102438.26,-435.27,-1.46E-11
102451.92,-435.36,-0.09
102488.45,-435.76,-0.4
102500.41,-435.34,0.42
102521.9602,-435.4998282,-0.159828221
102520.61,-435.4898146,0.010013635
102548.95,-435.7,-0.210185414
102576.25,-435.95,-0.25
102597.34,-436.18,-0.23
102645.71,-436.6,-0.42
102694,-437.34,-0.74
102742.27,-437.84,-0.5
102776.92,-438.39,-0.55
102790.64,-438.5,-0.11
102839.05,-439.17,-0.67
102887.48,-439.81,-0.64
102935.84,-440.12,-0.31
102984.21,-440.74,-0.62
103010.29,-440.8569103,-0.116910345
103013.21,-440.87,-0.013089655
103014.7959,-440.8841093,-0.014109347
103024.45,-440.97,-0.085890653
103072.82,-441.16,-0.19
103090.97,-441.27,-0.11
103109.76,-441.45,-0.18
103158.14,-442.07,-0.62
103187.41,-442.21,-0.14
103232.16,-442.64,-0.43
103280.52,-443.2,-0.56
103328.87,-443.65,-0.45
103377.44,-444.04,-0.39
103425.98,-444.46,-0.42
103474.36,-445.17,-0.71
103522.79,-445.58,-0.41
103571.09,-445.84,-0.26
103619.49,-446.36,-0.52
103669.41,-446.96,-0.6
103717.81,-447.39,-0.43
103766.22,-447.6,-0.21
103804.18,-447.87,-0.27
103852.57,-448.09,-0.22
103900.98,-448.76,-0.67
103939.16,-448.93,-0.17
103977.71,-449.33,-0.4
104026.13,-449.64,-0.31
104064.86,-449.71,-0.07
104105.28,-450.05,-0.34
104153.66,-450.47,-0.42
104202.12,-450.67,-0.2
104250.52,-450.79,-0.12
104298.94,-451.06,-0.27
104347.39,-451.71,-0.65
104395.79,-452.26,-0.55
104444.23,-452.84,-0.58
104492.66,-453.17,-0.33
104541.06,-453.36,-0.19
104589.56,-453.42,-0.06
104638.02,-453.62,-0.2
104685.59,-453.78,-0.16
104734.09,-454.02,-0.24
104782.41,-454.16,-0.14
104830.85,-454.43,-0.27
104868.82,-454.94,-0.51
104908.44,-455.47,-0.53
104956.82,-455.98,-0.51
105005.27,-456.57,-0.59
105036.5,-456.98,-0.41
105084.94,-457.62,-0.64
105132.59,-458.15,-0.53
105180.36,-458.75,-0.6
105219.24,-459.21,-0.46
105267.71,-459.73,-0.52
105316.1,-460.35,-0.62
105364.5,-460.98,-0.63
105412.95,-461.49,-0.51
105461.28,-462.13,-0.64
105509.67,-462.74,-0.61
105558.06,-463.43,-0.69
105597.77,-464,-0.57
105646.13,-464.6,-0.6
105693.8,-465.13,-0.53
105741.49,-465.83,-0.7
105787.81,-466.4,-0.57
105836.18,-467.03,-0.63
105884.59,-467.49,-0.46
105933.05,-467.92,-0.43
105979.34,-468.45,-0.53
106027.67,-469.13,-0.68
106075.31,-469.64,-0.51
106123.62,-470.28,-0.64
106172.07,-470.92,-0.64
106220.51,-471.41,-0.49
106258,-471.78,-0.37
106306.07,-472.32,-0.54
106353.65,-473,-0.68
106401,-473.62,-0.62
106448.11,-474.18,-0.56
106495.61,-474.78,-0.6
106544.03,-475.4,-0.62
106592.46,-475.96,-0.56
106640.9,-476.57,-0.61
106689.34,-477.18,-0.61
106737.73,-477.78,-0.6
106774.15,-478.23,-0.45
106821.85,-478.72,-0.49
106870.27,-479.4,-0.68
106908.11,-479.77,-0.37
106956.51,-480.33,-0.56
107004.87,-480.92,-0.59
107053.26,-481.16,-0.24
107101.66,-481.58,-0.42
107150.28,-482.02,-0.44
107198.71,-482.63,-0.61
107247.35,-483.1,-0.47
107293.52,-483.62,-0.52
107342.08,-484.12,-0.5
107390.44,-484.68,-0.56
107438.87,-485.17,-0.49
107487.42,-485.37,-0.2
107535.9,-485.78,-0.41
107584.2,-486.17,-0.39
107633.17,-486.78,-0.61
